,airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
680,Air_India,AI-9891,Hyderabad,3,2,3,Mumbai,0,25.83,30,7895
681,Vistara,UK-928,Mumbai,0,1,2,Hyderabad,0,6.08,22,3971
682,Indigo,6E-7561,Kolkata,0,1,1,Hyderabad,0,4.75,48,4367
683,Air_India,AI-538,Chennai,4,1,3,Bangalore,1,19.92,36,60260
684,Vistara,UK-850,Bangalore,3,1,1,Chennai,1,15.92,28,44280
685,Vistara,UK-821,Mumbai,0,1,4,Delhi,1,17.17,36,51372
686,Vistara,UK-874,Hyderabad,1,1,3,Kolkata,1,8.33,39,48851
687,Vistara,UK-834,Chennai,3,1,3,Kolkata,1,26.42,12,57057
688,Indigo,6E-893,Kolkata,1,1,3,Bangalore,0,10.5,43,3465
689,Vistara,UK-940,Mumbai,3,1,1,Bangalore,1,16.08,6,87060
690,Air_India,AI-773,Kolkata,3,1,4,Delhi,0,6.5,12,13944
691,Air_India,AI-9894,Chennai,1,1,1,Delhi,0,24.5,27,3654
692,Indigo,6E-5337,Mumbai,2,1,4,Kolkata,0,5.92,48,2835
693,Indigo,6E-6217,Chennai,4,1,0,Mumbai,0,8.92,44,1830
694,AirAsia,I5-792,Delhi,2,1,5,Bangalore,0,12,39,3569
695,Vistara,UK-810,Bangalore,0,1,4,Kolkata,1,15.75,13,60508
696,GO_FIRST,G8-717,Delhi,3,1,5,Mumbai,0,9.33,16,3330
697,Air_India,AI-631,Mumbai,3,2,3,Hyderabad,0,24,4,11617
698,SpiceJet,SG-520,Chennai,2,1,3,Delhi,0,26.58,21,10173
699,Vistara,UK-822,Chennai,1,1,1,Bangalore,0,25,24,4755
700,Air_India,AI-538,Chennai,4,1,1,Hyderabad,1,15.58,21,63441
701,Air_India,AI-763,Kolkata,0,1,4,Mumbai,1,14.25,25,50271
702,AirAsia,I5-798,Delhi,2,1,4,Hyderabad,0,8.75,30,2050
703,Vistara,UK-832,Chennai,0,1,4,Bangalore,1,16.42,37,60260
704,Vistara,UK-927,Delhi,1,0,1,Mumbai,0,2.08,33,2700
705,Vistara,UK-876,Hyderabad,4,1,2,Delhi,1,15.08,31,51875
706,Vistara,UK-772,Kolkata,1,2,4,Hyderabad,0,12.5,29,8777
707,GO_FIRST,G8-116,Bangalore,0,1,4,Mumbai,0,14.58,39,6389
708,Air_India,AI-698,Hyderabad,4,0,4,Mumbai,0,1.67,17,4506
709,Vistara,UK-850,Bangalore,3,1,2,Hyderabad,0,16.33,42,5322
710,Air_India,AI-839,Delhi,4,1,0,Chennai,0,10.58,27,3306
711,Vistara,UK-812,Bangalore,1,1,3,Kolkata,0,8.33,42,8112
712,Vistara,UK-988,Mumbai,4,1,1,Hyderabad,0,12.75,6,9879
713,Indigo,6E-2062,Chennai,3,1,4,Kolkata,0,7,48,4079
714,Vistara,UK-943,Delhi,0,1,3,Kolkata,0,9.33,6,15615
715,Vistara,UK-857,Mumbai,4,1,1,Delhi,0,13.67,49,6122
716,Air_India,AI-804,Bangalore,0,1,3,Hyderabad,1,13.17,27,56476
717,GO_FIRST,G8-305,Mumbai,0,1,3,Hyderabad,0,13.08,23,3687
718,SpiceJet,SG-8721,Delhi,0,1,4,Kolkata,0,14.08,10,5954
719,GO_FIRST,G8-302,Chennai,0,1,3,Delhi,0,13.58,33,4827
720,Vistara,UK-876,Hyderabad,4,1,1,Bangalore,0,11.25,20,5441
721,Air_India,AI-768,Kolkata,2,1,4,Chennai,1,8.08,25,55983
722,Vistara,UK-821,Mumbai,0,1,3,Delhi,0,13.17,5,15603
723,Vistara,UK-930,Mumbai,0,1,3,Kolkata,1,12.08,5,82989
724,Vistara,UK-830,Hyderabad,1,1,3,Kolkata,0,7.75,6,10783
725,Vistara,UK-866,Bangalore,4,1,0,Hyderabad,0,10.17,17,5322
726,Air_India,AI-698,Hyderabad,4,1,2,Delhi,0,14,14,14218
727,GO_FIRST,G8-191,Delhi,1,1,3,Mumbai,0,8.92,1,18487
728,Vistara,UK-818,Bangalore,3,1,3,Kolkata,0,23.92,14,12544
729,Air_India,AI-766,Chennai,1,1,3,Mumbai,0,9.17,10,18063
730,Indigo,6E-574,Mumbai,3,0,4,Delhi,0,1.83,19,2738
731,Vistara,UK-828,Chennai,0,1,2,Hyderabad,0,5.25,30,6032
732,AirAsia,I5-744,Delhi,1,1,3,Bangalore,0,9.92,28,3090
733,Vistara,UK-975,Delhi,0,1,3,Kolkata,0,11.08,34,6578
734,SpiceJet,SG-8157,Delhi,0,0,1,Mumbai,0,2.33,11,5953
735,AirAsia,I5-740,Delhi,0,1,2,Hyderabad,0,7.58,11,5953
736,Vistara,UK-819,Delhi,2,2,4,Chennai,1,8.83,40,76684
737,GO_FIRST,G8-510,Bangalore,0,1,3,Chennai,0,9.67,26,3091
738,Air_India,AI-544,Delhi,3,0,3,Hyderabad,0,2.08,23,2518
739,GO_FIRST,G8-351,Mumbai,1,1,4,Bangalore,0,13.58,32,9624
740,AirAsia,I5-1518,Hyderabad,3,0,4,Bangalore,0,1.17,4,4454
741,Air_India,AI-505,Bangalore,1,1,3,Mumbai,0,9.58,35,6158
742,Indigo,6E-6219,Chennai,1,2,3,Hyderabad,0,10.67,28,7373
743,Air_India,AI-698,Hyderabad,4,1,1,Bangalore,0,12.92,24,4684
744,Vistara,UK-815,Delhi,1,2,3,Chennai,0,35.83,1,18757
745,Vistara,UK-655,Mumbai,1,2,3,Kolkata,0,8.08,42,8379
746,Indigo,6E-911,Mumbai,4,0,4,Chennai,0,2.08,48,3000
747,Air_India,AI-542,Delhi,1,1,4,Chennai,0,12.83,45,3610
748,Air_India,AI-620,Hyderabad,0,1,4,Delhi,0,15,46,4387
749,Air_India,AI-9017,Delhi,1,1,3,Chennai,0,6.33,32,7635
750,Vistara,UK-834,Chennai,3,1,4,Mumbai,0,28.42,44,6333
751,Vistara,UK-970,Mumbai,1,1,4,Hyderabad,0,14.17,46,3971
752,Air_India,AI-559,Hyderabad,0,1,4,Bangalore,1,13.58,8,56590
753,Indigo,6E-331,Mumbai,3,1,5,Kolkata,0,5.33,21,5012
754,Air_India,AI-501,Bangalore,2,1,3,Hyderabad,1,6,20,56476
755,GO_FIRST,G8-327,Mumbai,0,0,1,Delhi,0,2.17,21,2748
756,Indigo,6E-5308,Mumbai,2,1,4,Kolkata,0,6.75,28,7286
757,Air_India,AI-687,Mumbai,2,1,1,Hyderabad,1,18.5,12,45693
758,Vistara,UK-845,Mumbai,0,0,0,Bangalore,0,1.83,34,2074
759,Vistara,UK-899,Delhi,2,1,1,Bangalore,0,18.08,25,3357
760,Air_India,AI-672,Chennai,2,1,2,Bangalore,1,23.42,43,52139
761,Vistara,UK-832,Chennai,0,1,1,Kolkata,0,26.67,20,6147
762,Indigo,6E-6006,Chennai,2,1,4,Kolkata,0,6.92,9,11437
763,Vistara,UK-822,Chennai,1,1,3,Delhi,0,8.33,28,5206
764,Vistara,UK-637,Delhi,3,1,1,Mumbai,1,18.33,24,40945
765,Indigo,6E-6201,Mumbai,1,0,1,Delhi,0,1.92,27,3108
766,Air_India,AI-763,Kolkata,0,1,4,Chennai,1,16.58,7,55983
767,Air_India,AI-868,Delhi,3,1,0,Hyderabad,0,13.25,20,4209
768,Vistara,UK-986,Mumbai,4,1,1,Hyderabad,0,10.92,39,3971
769,Indigo,6E-524,Bangalore,1,1,4,Kolkata,0,9.92,41,6548
770,Air_India,AI-805,Delhi,3,1,1,Bangalore,0,15.17,24,4230
771,Vistara,UK-943,Delhi,0,1,4,Chennai,0,15.58,10,11625
772,Vistara,UK-988,Mumbai,4,1,3,Hyderabad,0,23,18,4414
773,Air_India,AI-501,Bangalore,2,1,4,Kolkata,0,9,23,7004
774,Vistara,UK-833,Delhi,0,0,1,Chennai,0,2.75,10,7425
775,Vistara,UK-708,Kolkata,4,1,2,Mumbai,0,16.17,6,10425
776,Vistara,UK-870,Hyderabad,4,1,1,Mumbai,1,13.17,43,67130
777,Indigo,6E-796,Chennai,4,1,0,Kolkata,0,6.75,42,2359
778,Air_India,AI-770,Kolkata,4,1,1,Mumbai,0,12.58,25,5102
779,Air_India,AI-491,Delhi,1,1,2,Mumbai,0,3.92,23,6071
780,Vistara,UK-778,Kolkata,2,1,1,Chennai,0,18.58,15,13728
781,Air_India,AI-570,Mumbai,0,1,3,Delhi,0,14.5,48,3843
782,GO_FIRST,G8-102,Kolkata,2,1,0,Mumbai,0,13.92,38,6135
783,Vistara,UK-890,Hyderabad,3,1,3,Chennai,0,22.67,32,4359
784,Vistara,UK-928,Mumbai,0,1,4,Chennai,0,13.75,24,5132
785,Vistara,UK-930,Mumbai,0,1,3,Bangalore,0,9.5,34,7135
786,Indigo,6E-455,Bangalore,0,1,3,Delhi,0,9,38,5958
787,GO_FIRST,G8-302,Chennai,0,1,2,Delhi,0,7.42,47,4827
788,Indigo,6E-5396,Mumbai,2,1,4,Chennai,0,7.08,35,6313
789,Indigo,6E-7623,Kolkata,0,1,2,Mumbai,0,8.75,42,4515
790,Vistara,UK-941,Delhi,3,1,3,Kolkata,0,24.08,42,6578
791,Air_India,AI-672,Chennai,2,1,1,Delhi,1,19.83,11,45185
792,Indigo,6E-5386,Mumbai,3,1,5,Delhi,0,5.08,17,4352
793,Vistara,UK-808,Bangalore,0,1,3,Chennai,0,8.33,29,6510
794,Vistara,UK-817,Delhi,3,1,4,Mumbai,0,7.33,44,6296
795,AirAsia,I5-2461,Chennai,3,1,1,Delhi,0,17.83,40,2477
796,SpiceJet,SG-4031,Kolkata,3,1,3,Delhi,0,24.25,44,6294
797,Vistara,UK-986,Mumbai,4,1,3,Hyderabad,0,21.08,48,4099
798,Vistara,UK-870,Hyderabad,4,1,3,Chennai,0,19.75,16,10225
799,Indigo,6E-591,Chennai,1,1,3,Delhi,0,6.33,30,4121
800,Vistara,UK-880,Hyderabad,2,1,3,Kolkata,0,6.17,31,6275
801,Air_India,AI-507,Bangalore,0,1,3,Delhi,0,12,40,3674
802,AirAsia,I5-942,Mumbai,2,2,3,Kolkata,0,6.67,49,2836
803,Vistara,UK-941,Delhi,3,1,2,Hyderabad,0,19.5,48,6172
804,Vistara,UK-839,Delhi,2,1,4,Mumbai,1,9.08,9,51384
805,Air_India,AI-9893,Hyderabad,0,1,3,Mumbai,0,10.58,43,3288
806,Vistara,UK-673,Delhi,2,1,3,Mumbai,0,5,2,19343
807,Air_India,AI-619,Mumbai,4,1,1,Kolkata,1,11.83,33,36980
808,Indigo,6E-2026,Delhi,1,1,2,Chennai,0,7.58,21,4316
809,Indigo,6E-6257,Bangalore,0,1,1,Mumbai,0,3.92,30,4819
810,Air_India,AI-619,Mumbai,4,1,2,Delhi,1,17.58,34,41101
811,GO_FIRST,G8-329,Mumbai,0,1,4,Kolkata,0,15.75,3,7412
812,Vistara,UK-832,Chennai,0,1,3,Mumbai,0,11.42,35,10496
813,Air_India,AI-806,Mumbai,0,0,1,Delhi,0,2.25,23,2464
814,Air_India,AI-643,Mumbai,2,1,3,Delhi,1,26.17,21,37244
815,Air_India,AI-681,Mumbai,3,1,4,Delhi,0,28,41,5495
816,Vistara,UK-878,Hyderabad,2,0,2,Mumbai,1,1.58,48,17794
817,Vistara,UK-653,Mumbai,0,1,3,Delhi,1,10.5,21,36565
818,Indigo,6E-6217,Chennai,4,0,4,Hyderabad,0,1.17,33,1551
819,Vistara,UK-822,Chennai,1,1,3,Bangalore,0,9.5,33,4755
820,Air_India,AI-415,Delhi,3,1,3,Mumbai,1,25.08,7,40447
821,Air_India,AI-543,Hyderabad,1,1,1,Kolkata,0,21.67,16,6651
822,Air_India,AI-804,Bangalore,0,1,2,Kolkata,1,8.75,47,60508
823,Vistara,UK-851,Mumbai,0,1,2,Delhi,0,7.17,21,6122
824,GO_FIRST,G8-227,Kolkata,0,1,4,Mumbai,0,15.17,21,5888
825,Vistara,UK-834,Chennai,3,1,2,Mumbai,0,20.83,4,14014
826,Vistara,UK-995,Delhi,1,1,3,Kolkata,1,6.5,25,65529
827,Vistara,UK-985,Delhi,3,1,1,Bangalore,0,13,8,11100
828,Indigo,6E-219,Mumbai,2,0,3,Bangalore,0,1.75,20,2124
829,Indigo,6E-395,Mumbai,3,0,3,Kolkata,0,2.33,6,7833
830,Indigo,6E-514,Hyderabad,2,1,4,Bangalore,0,8.42,42,1755
831,Vistara,UK-810,Bangalore,0,1,4,Mumbai,0,15.83,30,6883
832,Indigo,6E-7062,Hyderabad,0,1,2,Chennai,0,8.92,46,1543
833,Vistara,UK-627,Delhi,2,1,2,Mumbai,0,26.67,24,6879
834,Indigo,6E-7561,Kolkata,0,1,2,Hyderabad,0,5.25,27,6489
835,Air_India,AI-538,Chennai,4,1,3,Kolkata,0,21.25,26,6307
836,Indigo,6E-455,Bangalore,1,0,1,Kolkata,0,2.67,22,3912
837,Vistara,UK-995,Delhi,1,1,3,Chennai,0,9.58,17,6182
838,Indigo,6E-966,Kolkata,1,2,4,Bangalore,0,12,41,4944
839,Air_India,AI-804,Bangalore,0,1,2,Mumbai,0,7.08,19,6578
840,GO_FIRST,G8-424,Hyderabad,0,1,2,Mumbai,0,9.08,12,4452
841,SpiceJet,SG-612,Chennai,4,1,4,Delhi,0,24,7,7352
842,Vistara,UK-876,Hyderabad,4,1,1,Chennai,1,11.25,26,41314
843,Air_India,AI-649,Mumbai,0,1,0,Delhi,0,24.67,22,7079
844,Vistara,UK-657,Bangalore,1,2,4,Mumbai,0,9.75,3,19932
845,Indigo,6E-905,Hyderabad,2,1,4,Chennai,0,8.92,25,5986
846,GO_FIRST,G8-512,Kolkata,0,1,2,Delhi,0,7.25,14,6488
847,Air_India,AI-503,Bangalore,3,0,4,Delhi,1,2.75,49,32923
848,GO_FIRST,G8-392,Delhi,2,1,4,Chennai,0,7.33,34,4896
849,Indigo,6E-588,Chennai,3,1,5,Hyderabad,0,7.08,39,1105
850,Vistara,UK-824,Chennai,4,1,3,Kolkata,0,23.42,31,7081
851,Vistara,UK-827,Mumbai,4,1,2,Delhi,0,16.5,31,4909
852,SpiceJet,SG-8946,Delhi,1,1,3,Hyderabad,0,6.08,11,5955
853,Air_India,AI-560,Delhi,1,0,1,Hyderabad,0,2.33,40,2098
854,SpiceJet,SG-387,Kolkata,4,1,4,Mumbai,0,26.17,37,5548
855,Vistara,UK-822,Chennai,1,1,2,Delhi,0,4.75,21,5206
856,Vistara,UK-846,Bangalore,1,1,4,Delhi,1,14.5,12,54841
857,Vistara,UK-813,Delhi,3,0,4,Bangalore,0,2.83,11,7425
858,Vistara,UK-708,Kolkata,4,1,3,Hyderabad,0,20.58,35,5760
859,Air_India,AI-888,Mumbai,3,1,1,Hyderabad,1,15.5,15,45693
860,Vistara,UK-985,Delhi,3,1,2,Hyderabad,0,16.42,25,5772
861,Vistara,UK-813,Delhi,3,1,4,Mumbai,0,5.83,41,6296
862,Indigo,6E-496,Kolkata,0,1,2,Bangalore,0,6.5,3,12348
863,Vistara,UK-860,Hyderabad,0,1,3,Bangalore,0,10.17,35,6776
864,Vistara,UK-812,Bangalore,1,1,4,Mumbai,1,10.33,12,69244
865,Indigo,6E-5312,Mumbai,1,1,3,Bangalore,0,8,10,8757
866,Vistara,UK-852,Bangalore,1,1,2,Delhi,0,5,27,4111
867,Vistara,UK-832,Chennai,0,1,3,Mumbai,1,10.75,36,61873
868,Vistara,UK-720,Kolkata,0,1,4,Mumbai,0,14.08,37,6711
869,Air_India,AI-770,Kolkata,4,1,1,Chennai,1,12.42,22,55983
870,AirAsia,I5-2472,Bangalore,0,0,1,Kolkata,0,2.5,31,3393
871,Vistara,UK-653,Mumbai,0,1,3,Delhi,0,10.5,41,4757
872,Vistara,UK-846,Bangalore,1,1,4,Hyderabad,1,12.42,44,37985
873,AirAsia,I5-1569,Mumbai,4,0,4,Bangalore,0,1.92,42,2124
874,Vistara,UK-811,Delhi,0,2,4,Chennai,0,17.17,42,8719
875,Vistara,UK-874,Hyderabad,1,1,3,Delhi,0,11.25,38,6292
876,Indigo,6E-879,Hyderabad,1,1,3,Kolkata,0,6.25,15,5293
877,Vistara,UK-910,Mumbai,3,1,1,Kolkata,0,16,16,10164
878,Vistara,UK-933,Delhi,2,1,0,Hyderabad,0,16.33,13,9840
879,Vistara,UK-876,Hyderabad,4,1,3,Kolkata,0,19.25,20,9079
880,Air_India,AI-698,Hyderabad,4,1,1,Delhi,1,10.92,27,39499
881,Indigo,6E-205,Mumbai,1,1,2,Kolkata,0,7,43,3980
882,Air_India,AI-770,Kolkata,4,1,2,Mumbai,1,16.33,39,50271
883,Indigo,6E-6151,Hyderabad,1,0,1,Chennai,0,1.33,9,6658
884,Vistara,UK-890,Hyderabad,3,1,4,Chennai,0,26.58,29,8877
885,Vistara,UK-950,Mumbai,4,1,1,Kolkata,1,10.42,48,62045
886,GO_FIRST,G8-116,Bangalore,0,1,4,Mumbai,0,14.58,4,5177
887,SpiceJet,SG-8152,Mumbai,0,1,4,Kolkata,0,13.17,48,5818
888,Indigo,6E-6021,Kolkata,2,1,5,Bangalore,0,11.17,32,4211
889,Vistara,UK-823,Mumbai,3,1,4,Delhi,0,6.08,26,4810
890,Vistara,UK-876,Hyderabad,4,1,3,Delhi,1,19.33,23,51875
891,Indigo,6E-591,Chennai,1,1,3,Mumbai,0,4.75,20,4027
892,Air_India,AI-698,Hyderabad,4,1,1,Delhi,0,12.5,14,14218
893,GO_FIRST,G8-329,Mumbai,0,1,4,Kolkata,0,15.75,44,5817
894,Vistara,UK-838,Chennai,4,1,2,Mumbai,0,15.5,17,5372
895,Vistara,UK-828,Chennai,0,1,4,Delhi,0,16,32,4971
896,Vistara,UK-720,Kolkata,0,1,2,Mumbai,0,7.83,39,6067
897,AirAsia,I5-1561,Bangalore,3,1,5,Delhi,0,6.17,34,2723
898,AirAsia,I5-974,Hyderabad,4,0,4,Bangalore,0,1,44,1776
899,Air_India,AI-806,Mumbai,0,1,1,Kolkata,0,24.08,39,5685
900,Vistara,UK-819,Delhi,2,1,4,Mumbai,0,6.5,25,6296
901,Air_India,AI-770,Kolkata,4,1,1,Mumbai,0,14.75,29,5102
902,Air_India,AI-713,Kolkata,1,1,3,Delhi,1,8.25,48,45012
903,Air_India,AI-402,Kolkata,1,1,5,Bangalore,0,13.75,20,7999
904,Air_India,AI-538,Chennai,4,1,1,Hyderabad,0,14.17,28,3979
905,Vistara,UK-852,Bangalore,1,0,1,Mumbai,1,1.92,49,20760
906,Vistara,UK-828,Chennai,0,1,3,Kolkata,1,9.83,40,54896
907,Air_India,AI-672,Chennai,2,1,1,Delhi,0,19.33,35,3916
908,Indigo,6E-2193,Delhi,2,2,4,Chennai,0,7,42,2103
909,Vistara,UK-902,Mumbai,2,1,1,Chennai,0,18.17,14,14074
910,Vistara,UK-659,Hyderabad,1,1,4,Mumbai,0,10.58,39,6885
911,Vistara,UK-870,Hyderabad,4,1,1,Mumbai,1,15,27,52715
912,Indigo,6E-807,Bangalore,1,1,3,Delhi,0,7.75,20,7362
913,Vistara,UK-772,Kolkata,1,1,1,Bangalore,0,22.42,1,12166
914,Indigo,6E-5209,Mumbai,0,1,2,Chennai,0,8.83,20,4069
915,Vistara,UK-738,Kolkata,3,1,2,Mumbai,0,19.25,35,6067
916,Air_India,AI-770,Kolkata,4,1,1,Mumbai,0,12.58,22,5102
917,GO_FIRST,G8-2513,Delhi,3,1,5,Bangalore,0,7.5,38,4205
918,Vistara,UK-865,Mumbai,3,0,4,Bangalore,1,1.75,3,32444
919,Vistara,UK-876,Hyderabad,4,1,1,Delhi,1,11,11,55627
920,Vistara,UK-818,Bangalore,3,1,1,Kolkata,1,13.92,24,60508
921,Indigo,6E-5392,Mumbai,3,1,4,Delhi,0,4.5,32,2339
922,Air_India,AI-538,Chennai,4,2,3,Kolkata,0,22.83,3,18483
923,Air_India,AI-538,Chennai,4,1,1,Hyderabad,0,14.17,43,3979
924,Vistara,UK-772,Kolkata,1,1,3,Delhi,0,9.33,42,7145
925,Vistara,UK-870,Hyderabad,4,1,2,Mumbai,1,17.42,39,52715
926,Vistara,UK-910,Mumbai,3,1,1,Bangalore,0,17.25,20,7135
927,Vistara,UK-930,Mumbai,0,1,3,Hyderabad,0,9.5,26,4784
928,Vistara,UK-902,Mumbai,2,1,4,Chennai,0,7,7,11129
929,Vistara,UK-902,Mumbai,2,1,1,Hyderabad,1,17.92,11,66077
930,Indigo,6E-5214,Mumbai,1,1,3,Chennai,0,5.08,21,7310
931,Vistara,UK-814,Bangalore,4,1,2,Mumbai,1,15.42,18,67004
932,Vistara,UK-940,Mumbai,3,1,3,Kolkata,0,23.83,9,12557
933,Air_India,AI-573,Bangalore,2,1,2,Kolkata,1,23.33,44,36763
934,Air_India,AI-559,Hyderabad,0,1,4,Mumbai,0,15.67,16,6014
935,Indigo,6E-5002,Chennai,1,1,3,Kolkata,0,8.5,21,5042
936,Air_India,AI-442,Mumbai,2,1,2,Chennai,0,21.08,24,4732
937,Vistara,UK-706,Kolkata,1,1,3,Chennai,0,6.08,31,6219
938,Vistara,UK-995,Delhi,1,1,3,Chennai,0,9.58,11,11940
939,Vistara,UK-854,Bangalore,3,1,4,Delhi,0,4.58,36,4111
940,Air_India,AI-865,Delhi,1,1,4,Hyderabad,1,10.92,19,39321
941,GO_FIRST,G8-7545,Mumbai,2,1,5,Hyderabad,0,11.58,14,4262
942,Air_India,AI-683,Mumbai,4,1,4,Hyderabad,0,24.08,10,9251
943,GO_FIRST,G8-321,Mumbai,2,1,4,Kolkata,0,9.5,36,5817
944,Air_India,AI-9885,Hyderabad,1,1,3,Mumbai,0,29.67,4,8508
945,Vistara,UK-824,Chennai,4,1,3,Delhi,1,20.42,20,57920
946,Vistara,UK-858,Bangalore,0,1,4,Chennai,1,16.42,21,44280
947,Vistara,UK-864,Bangalore,3,1,5,Delhi,1,5.17,6,54841
948,Indigo,6E-7201,Hyderabad,0,1,1,Chennai,0,5.25,34,3864
949,Vistara,UK-880,Hyderabad,2,1,4,Bangalore,1,9.92,7,56702
950,Indigo,6E-248,Mumbai,4,0,5,Delhi,0,2.08,21,2738
951,Air_India,AI-543,Hyderabad,1,1,3,Mumbai,0,8.67,35,4783
952,Vistara,UK-890,Hyderabad,3,1,3,Kolkata,0,24.42,27,5960
953,Vistara,UK-960,Mumbai,1,1,4,Hyderabad,0,11,24,3971
954,Vistara,UK-958,Mumbai,2,1,4,Chennai,1,7.83,9,57565
955,Vistara,UK-812,Bangalore,1,1,3,Kolkata,0,9.83,35,8112
956,Vistara,UK-824,Chennai,4,1,3,Kolkata,1,23.42,48,54896
957,Vistara,UK-838,Chennai,4,1,4,Kolkata,0,25.67,32,5937
958,Vistara,UK-829,Delhi,0,0,1,Hyderabad,0,2.17,3,5955
959,Air_India,AI-573,Kolkata,3,1,2,Delhi,1,18.75,34,57939
960,SpiceJet,SG-732,Kolkata,2,1,1,Bangalore,0,17.75,27,5330
961,Vistara,UK-839,Delhi,2,1,4,Mumbai,0,9.08,26,5040
962,GO_FIRST,G8-303,Mumbai,4,0,4,Chennai,0,2.08,13,5942
963,Air_India,AI-610,Bangalore,3,1,0,Chennai,0,12.17,33,3720
964,Vistara,UK-738,Kolkata,3,1,1,Mumbai,0,16.42,7,11139
965,Vistara,UK-860,Hyderabad,0,1,4,Mumbai,1,15.17,33,66155
966,Vistara,UK-834,Chennai,3,1,3,Kolkata,0,24.92,27,6353
967,SpiceJet,SG-3229,Kolkata,2,1,2,Delhi,0,24.42,27,9136
968,Vistara,UK-970,Mumbai,1,1,3,Chennai,0,7.58,2,12468
969,Indigo,6E-156,Chennai,4,1,0,Mumbai,0,8.67,7,7982
970,Indigo,6E-183,Chennai,2,0,3,Kolkata,0,2.33,31,2622
971,Vistara,UK-963,Delhi,1,1,3,Bangalore,1,10.42,43,57017
972,Indigo,6E-2249,Delhi,0,1,3,Hyderabad,0,9.5,24,6932
973,Indigo,6E-6172,Kolkata,4,1,0,Chennai,0,8.42,23,3269
974,Vistara,UK-826,Chennai,2,1,1,Kolkata,1,21.17,6,54896
975,Indigo,6E-415,Bangalore,1,1,2,Delhi,0,6.67,17,5741
976,Indigo,6E-375,Kolkata,0,1,2,Delhi,0,6.33,22,6489
977,Vistara,UK-809,Delhi,3,0,4,Bangalore,1,2.83,11,32859
978,Vistara,UK-738,Kolkata,3,1,4,Bangalore,1,25.67,29,71058
979,Vistara,UK-940,Mumbai,3,1,3,Hyderabad,0,24.17,13,10058
980,Air_India,AI-809,Mumbai,1,1,0,Chennai,0,22,42,5800
981,Vistara,UK-880,Hyderabad,2,1,4,Bangalore,0,7,13,11497
982,Vistara,UK-866,Bangalore,4,0,4,Mumbai,1,1.75,38,20760
983,GO_FIRST,G8-194,Delhi,4,1,0,Mumbai,0,11.25,11,5954
984,Indigo,6E-2174,Bangalore,3,0,4,Delhi,0,2.92,7,7488
985,Vistara,UK-988,Mumbai,4,1,3,Hyderabad,0,23,41,4099
986,Air_India,AI-9881,Hyderabad,2,1,5,Mumbai,0,10.92,21,5493
987,Vistara,UK-988,Mumbai,4,1,3,Hyderabad,1,23,42,58125
988,Air_India,AI-766,Chennai,0,1,4,Bangalore,0,13.83,32,6139
989,Air_India,AI-840,Hyderabad,4,1,2,Bangalore,0,15.67,24,6314
990,Vistara,UK-846,Bangalore,1,1,0,Hyderabad,0,23.33,7,7813
991,Air_India,AI-838,Hyderabad,2,1,3,Kolkata,1,6.17,39,51707
992,GO_FIRST,G8-231,Delhi,2,1,4,Bangalore,0,8.17,28,5610
993,GO_FIRST,G8-275,Delhi,3,1,0,Kolkata,0,11.67,21,5954
994,Vistara,UK-824,Chennai,4,1,1,Delhi,1,13.17,4,76736
995,Vistara,UK-898,Hyderabad,0,1,4,Delhi,0,16.08,17,5823
996,Air_India,AI-543,Hyderabad,1,1,1,Chennai,1,21.58,25,51595
997,Air_India,AI-839,Delhi,4,1,1,Kolkata,0,10.67,16,5710
998,GO_FIRST,G8-327,Mumbai,1,1,4,Hyderabad,0,15.08,48,4325
999,GO_FIRST,G8-7548,Bangalore,3,1,0,Kolkata,0,12.5,32,6186
1000,Air_India,AI-807,Delhi,3,1,1,Mumbai,0,17.25,49,6181
1001,Air_India,AI-773,Kolkata,3,1,1,Delhi,0,17.5,18,6845
1002,Indigo,6E-7713,Kolkata,0,2,4,Bangalore,0,12.17,13,7954
1003,Indigo,6E-6172,Kolkata,4,0,5,Hyderabad,0,2.17,17,3629
1004,Air_India,AI-672,Chennai,2,2,4,Delhi,0,29.75,11,13107
1005,Air_India,AI-763,Kolkata,0,1,1,Hyderabad,0,26.08,46,6759
1006,Vistara,UK-853,Mumbai,2,1,4,Delhi,1,5.58,20,53152
1007,GO_FIRST,G8-426,Hyderabad,4,1,0,Kolkata,0,9.67,33,6187
1008,Vistara,UK-996,Mumbai,3,1,1,Kolkata,1,14.08,41,90941
1009,Vistara,UK-826,Chennai,2,1,4,Delhi,0,8.17,36,4971
1010,Air_India,AI-544,Delhi,3,0,3,Hyderabad,0,2.08,38,3015
1011,Indigo,6E-357,Bangalore,4,0,4,Chennai,0,0.83,10,3498
1012,Vistara,UK-850,Bangalore,3,1,1,Chennai,0,12.92,13,9420
1013,Vistara,UK-866,Bangalore,4,1,4,Chennai,0,25.42,24,4672
1014,Air_India,AI-669,Mumbai,1,2,2,Bangalore,0,24.5,19,9746
1015,Vistara,UK-943,Delhi,0,1,3,Kolkata,0,9.33,5,15615
1016,Indigo,6E-6051,Mumbai,3,1,4,Bangalore,0,3.75,21,5103
1017,Indigo,6E-2061,Delhi,4,0,5,Chennai,0,2.83,29,2343
1018,Indigo,6E-354,Mumbai,2,1,4,Chennai,0,7.58,47,1890
1019,Vistara,UK-828,Chennai,0,1,3,Delhi,0,11.08,32,5206
